,Company,Job,Experience,Salary,Location,Skills
1271,Tredence Analytics Solutions Private Limited,Tredence Inc. - Analytics Manager - R/SQL/Python (7-11 yrs),7-11 Yrs,N/A,"Bengaluru/Bangalore, Gurgaon/Gurugram, Chennai
													+1 more","Analytics, R, SQL"
1272,Integra Software Services,Sr. Developer - AI ML,2-5 Yrs,N/A,"Chennai, Puducherry/Pondicherry","Data Science, natural language processing, Aiml"
1273,Coursera,Senior Product Designer,5-6 Yrs,N/A,"Chennai, Pune, New Delhi
													+4 more","Product design, Computer science, Android"
1274,"Epiq Systems, Inc.","Product Development Manager, Data Science",7-11 Yrs,N/A,"Pune, Hyderabad/Secunderabad","Linux, Python, Open source"
1275,Tredence Analytics Solutions Private Limited,Tredence Inc. - Analytics Manager - R/SQL/Python (7-11 yrs),7-11 Yrs,N/A,"Bengaluru/Bangalore, Gurgaon/Gurugram, Chennai
													+1 more","Analytics, R, SQL"
1276,Integra Software Services,Sr. Developer - AI ML,2-5 Yrs,N/A,"Chennai, Puducherry/Pondicherry","Data Science, natural language processing, Aiml"
1277,Coursera,Senior Product Designer,5-6 Yrs,N/A,"Chennai, Pune, New Delhi
													+4 more","Product design, Computer science, Android"
1278,"Epiq Systems, Inc.","Product Development Manager, Data Science",7-11 Yrs,N/A,"Pune, Hyderabad/Secunderabad","Linux, Python, Open source"
1279,"Epiq Systems, Inc.","Quality Assurance Engineer, Data Science",3-8 Yrs,N/A,"Pune, Hyderabad/Secunderabad","Python, Manager Quality Assurance, Testing tools"
1280,Tredence Analytics Solutions Private Limited,Tredence Inc. - Analytics Manager - R/SQL/Python (7-11 yrs),7-11 Yrs,N/A,"Bengaluru/Bangalore, Gurgaon/Gurugram, Chennai
													+1 more","Analytics, R, SQL"
1281,Integra Software Services,Sr. Developer - AI ML,2-5 Yrs,N/A,"Chennai, Puducherry/Pondicherry","Data Science, natural language processing, Aiml"
1282,Coursera,Senior Product Designer,5-6 Yrs,N/A,"Chennai, Pune, New Delhi
													+4 more","Product design, Computer science, Android"
1283,"Epiq Systems, Inc.","Product Development Manager, Data Science",7-11 Yrs,N/A,"Pune, Hyderabad/Secunderabad","Linux, Python, Open source"
1284,"Epiq Systems, Inc.","Quality Assurance Engineer, Data Science",3-8 Yrs,N/A,"Pune, Hyderabad/Secunderabad","Python, Manager Quality Assurance, Testing tools"
1285,Qualitest India Private Limited,C# SDET Professional,4-6 Yrs,N/A,Bengaluru/Bangalore,"ui automation, Selenium, Operations"
1286,Tredence Analytics Solutions Private Limited,Tredence Inc. - Analytics Manager - R/SQL/Python (7-11 yrs),7-11 Yrs,N/A,"Bengaluru/Bangalore, Gurgaon/Gurugram, Chennai
													+1 more","Analytics, R, SQL"
1287,Integra Software Services,Sr. Developer - AI ML,2-5 Yrs,N/A,"Chennai, Puducherry/Pondicherry","Data Science, natural language processing, Aiml"
1288,Coursera,Senior Product Designer,5-6 Yrs,N/A,"Chennai, Pune, New Delhi
													+4 more","Product design, Computer science, Android"
1289,"Epiq Systems, Inc.","Product Development Manager, Data Science",7-11 Yrs,N/A,"Pune, Hyderabad/Secunderabad","Linux, Python, Open source"
1290,"Epiq Systems, Inc.","Quality Assurance Engineer, Data Science",3-8 Yrs,N/A,"Pune, Hyderabad/Secunderabad","Python, Manager Quality Assurance, Testing tools"
1291,Qualitest India Private Limited,C# SDET Professional,4-6 Yrs,N/A,Bengaluru/Bangalore,"ui automation, Selenium, Operations"
1292,Coursera,India People Services Manager,3-5 Yrs,N/A,"Chennai, Pune, New Delhi
													+4 more","Automation, Payroll, Team management"
1293,Tredence Analytics Solutions Private Limited,Tredence Inc. - Analytics Manager - R/SQL/Python (7-11 yrs),7-11 Yrs,N/A,"Bengaluru/Bangalore, Gurgaon/Gurugram, Chennai
													+1 more","Analytics, R, SQL"
1294,Integra Software Services,Sr. Developer - AI ML,2-5 Yrs,N/A,"Chennai, Puducherry/Pondicherry","Data Science, natural language processing, Aiml"
1295,Coursera,Senior Product Designer,5-6 Yrs,N/A,"Chennai, Pune, New Delhi
													+4 more","Product design, Computer science, Android"
1296,"Epiq Systems, Inc.","Product Development Manager, Data Science",7-11 Yrs,N/A,"Pune, Hyderabad/Secunderabad","Linux, Python, Open source"
1297,"Epiq Systems, Inc.","Quality Assurance Engineer, Data Science",3-8 Yrs,N/A,"Pune, Hyderabad/Secunderabad","Python, Manager Quality Assurance, Testing tools"
1298,Qualitest India Private Limited,C# SDET Professional,4-6 Yrs,N/A,Bengaluru/Bangalore,"ui automation, Selenium, Operations"
1299,Coursera,India People Services Manager,3-5 Yrs,N/A,"Chennai, Pune, New Delhi
													+4 more","Automation, Payroll, Team management"
1300,Elevate,Senior Project Manager,7-10 Yrs,N/A,India,"Data Science, pmp, Project Management"
1301,Tredence Analytics Solutions Private Limited,Tredence Inc. - Analytics Manager - R/SQL/Python (7-11 yrs),7-11 Yrs,N/A,"Bengaluru/Bangalore, Gurgaon/Gurugram, Chennai
													+1 more","Analytics, R, SQL"
1302,Integra Software Services,Sr. Developer - AI ML,2-5 Yrs,N/A,"Chennai, Puducherry/Pondicherry","Data Science, natural language processing, Aiml"
1303,Coursera,Senior Product Designer,5-6 Yrs,N/A,"Chennai, Pune, New Delhi
													+4 more","Product design, Computer science, Android"
1304,"Epiq Systems, Inc.","Product Development Manager, Data Science",7-11 Yrs,N/A,"Pune, Hyderabad/Secunderabad","Linux, Python, Open source"
1305,"Epiq Systems, Inc.","Quality Assurance Engineer, Data Science",3-8 Yrs,N/A,"Pune, Hyderabad/Secunderabad","Python, Manager Quality Assurance, Testing tools"
1306,Qualitest India Private Limited,C# SDET Professional,4-6 Yrs,N/A,Bengaluru/Bangalore,"ui automation, Selenium, Operations"
1307,Coursera,India People Services Manager,3-5 Yrs,N/A,"Chennai, Pune, New Delhi
													+4 more","Automation, Payroll, Team management"
1308,Elevate,Senior Project Manager,7-10 Yrs,N/A,India,"Data Science, pmp, Project Management"
1309,thinkbridge Software,Machine Learning Engineer,4-9 Yrs,₹ 8 - 18L/yr,Puducherry/Pondicherry,"Tensorflow, Natural Language Processing, JIRA"
1310,Tredence Analytics Solutions Private Limited,Tredence Inc. - Analytics Manager - R/SQL/Python (7-11 yrs),7-11 Yrs,N/A,"Bengaluru/Bangalore, Gurgaon/Gurugram, Chennai
													+1 more","Analytics, R, SQL"
1311,Integra Software Services,Sr. Developer - AI ML,2-5 Yrs,N/A,"Chennai, Puducherry/Pondicherry","Data Science, natural language processing, Aiml"
1312,Coursera,Senior Product Designer,5-6 Yrs,N/A,"Chennai, Pune, New Delhi
													+4 more","Product design, Computer science, Android"
1313,"Epiq Systems, Inc.","Product Development Manager, Data Science",7-11 Yrs,N/A,"Pune, Hyderabad/Secunderabad","Linux, Python, Open source"
1314,"Epiq Systems, Inc.","Quality Assurance Engineer, Data Science",3-8 Yrs,N/A,"Pune, Hyderabad/Secunderabad","Python, Manager Quality Assurance, Testing tools"
1315,Qualitest India Private Limited,C# SDET Professional,4-6 Yrs,N/A,Bengaluru/Bangalore,"ui automation, Selenium, Operations"
1316,Coursera,India People Services Manager,3-5 Yrs,N/A,"Chennai, Pune, New Delhi
													+4 more","Automation, Payroll, Team management"
1317,Elevate,Senior Project Manager,7-10 Yrs,N/A,India,"Data Science, pmp, Project Management"
1318,thinkbridge Software,Machine Learning Engineer,4-9 Yrs,₹ 8 - 18L/yr,Puducherry/Pondicherry,"Tensorflow, Natural Language Processing, JIRA"
1319,KPMG India,Executive,2-3 Yrs,₹ 3.6 - 12.5L/yr (AmbitionBox estimate),Gurgaon/Gurugram,"Architecture, data visualization, AWS"
1320,KPMG India,Advisory - Digital Lighthouse - MLOps Engineer,4-6 Yrs,N/A,Mumbai,"Forecasting, Javascript, Python"
1321,KPMG India,Advisory - Digital Lighthouse - MLOps Engineer,4-6 Yrs,N/A,Mumbai,"Forecasting, Javascript, Python"
1322,tredence,Associate Manager MLOps (MLOPs Practice),3-6 Yrs,₹ 15 - 30L/yr (AmbitionBox estimate),"Chennai, Pune, New Delhi
													+4 more","Data mining, Data management, Machine learning"
1323,KPMG India,Advisory - Digital Lighthouse - MLOps Engineer,4-6 Yrs,N/A,Mumbai,"Forecasting, Javascript, Python"
1324,tredence,Associate Manager MLOps (MLOPs Practice),3-6 Yrs,₹ 15 - 30L/yr (AmbitionBox estimate),"Chennai, Pune, New Delhi
													+4 more","Data mining, Data management, Machine learning"
1325,tredence,Data Science Manager (NLP) / EMBIZ,5-8 Yrs,N/A,"Chennai, Pune, New Delhi
													+4 more","Consulting, Analytical, Career development"
1326,KPMG India,Advisory - Digital Lighthouse - MLOps Engineer,4-6 Yrs,N/A,Mumbai,"Forecasting, Javascript, Python"
1327,tredence,Associate Manager MLOps (MLOPs Practice),3-6 Yrs,₹ 15 - 30L/yr (AmbitionBox estimate),"Chennai, Pune, New Delhi
													+4 more","Data mining, Data management, Machine learning"
1328,tredence,Data Science Manager (NLP) / EMBIZ,5-8 Yrs,N/A,"Chennai, Pune, New Delhi
													+4 more","Consulting, Analytical, Career development"
1329,Conde Nast India,Data Science Manager,10-16 Yrs,₹ 40 - 55L/yr,Bengaluru/Bangalore,"Predictive Modeling, python, data science"
1330,KPMG India,Advisory - Digital Lighthouse - MLOps Engineer,4-6 Yrs,N/A,Mumbai,"Forecasting, Javascript, Python"
1331,tredence,Associate Manager MLOps (MLOPs Practice),3-6 Yrs,₹ 15 - 30L/yr (AmbitionBox estimate),"Chennai, Pune, New Delhi
													+4 more","Data mining, Data management, Machine learning"
1332,tredence,Data Science Manager (NLP) / EMBIZ,5-8 Yrs,N/A,"Chennai, Pune, New Delhi
													+4 more","Consulting, Analytical, Career development"
1333,Conde Nast India,Data Science Manager,10-16 Yrs,₹ 40 - 55L/yr,Bengaluru/Bangalore,"Predictive Modeling, python, data science"
1334,Tredence Analytics,Tredence - Senior Data Scientist (5-7 yrs),5-7 Yrs,N/A,"Bengaluru/Bangalore, Chennai, Gurgaon/Gurugram
													+1 more","Data Science, Data Scientist, Data Management"
1335,KPMG India,Advisory - Digital Lighthouse - MLOps Engineer,4-6 Yrs,N/A,Mumbai,"Forecasting, Javascript, Python"
1336,tredence,Associate Manager MLOps (MLOPs Practice),3-6 Yrs,₹ 15 - 30L/yr (AmbitionBox estimate),"Chennai, Pune, New Delhi
													+4 more","Data mining, Data management, Machine learning"
1337,tredence,Data Science Manager (NLP) / EMBIZ,5-8 Yrs,N/A,"Chennai, Pune, New Delhi
													+4 more","Consulting, Analytical, Career development"
1338,Conde Nast India,Data Science Manager,10-16 Yrs,₹ 40 - 55L/yr,Bengaluru/Bangalore,"Predictive Modeling, python, data science"
1339,Tredence Analytics,Tredence - Senior Data Scientist (5-7 yrs),5-7 Yrs,N/A,"Bengaluru/Bangalore, Chennai, Gurgaon/Gurugram
													+1 more","Data Science, Data Scientist, Data Management"
1340,Tredence Analytics,Tredence - Data Scientist (2-5 yrs),2-5 Yrs,N/A,"Bengaluru/Bangalore, Chennai, Gurgaon/Gurugram
													+1 more","Data Scientist, Data Science, Data Management"
1341,KPMG India,Advisory - Digital Lighthouse - MLOps Engineer,4-6 Yrs,N/A,Mumbai,"Forecasting, Javascript, Python"
1342,tredence,Associate Manager MLOps (MLOPs Practice),3-6 Yrs,₹ 15 - 30L/yr (AmbitionBox estimate),"Chennai, Pune, New Delhi
													+4 more","Data mining, Data management, Machine learning"
1343,tredence,Data Science Manager (NLP) / EMBIZ,5-8 Yrs,N/A,"Chennai, Pune, New Delhi
													+4 more","Consulting, Analytical, Career development"
1344,Conde Nast India,Data Science Manager,10-16 Yrs,₹ 40 - 55L/yr,Bengaluru/Bangalore,"Predictive Modeling, python, data science"
1345,Tredence Analytics,Tredence - Senior Data Scientist (5-7 yrs),5-7 Yrs,N/A,"Bengaluru/Bangalore, Chennai, Gurgaon/Gurugram
													+1 more","Data Science, Data Scientist, Data Management"
1346,Tredence Analytics,Tredence - Data Scientist (2-5 yrs),2-5 Yrs,N/A,"Bengaluru/Bangalore, Chennai, Gurgaon/Gurugram
													+1 more","Data Scientist, Data Science, Data Management"
1347,Tredence Analytics,Tredence - Lead Data Scientist (8-10 yrs),8-10 Yrs,N/A,"Bengaluru/Bangalore, Chennai, Gurgaon/Gurugram
													+1 more","Data Scientist, Data Science, Data Management"
1348,KPMG India,Advisory - Digital Lighthouse - MLOps Engineer,4-6 Yrs,N/A,Mumbai,"Forecasting, Javascript, Python"
1349,tredence,Associate Manager MLOps (MLOPs Practice),3-6 Yrs,₹ 15 - 30L/yr (AmbitionBox estimate),"Chennai, Pune, New Delhi
													+4 more","Data mining, Data management, Machine learning"
1350,tredence,Data Science Manager (NLP) / EMBIZ,5-8 Yrs,N/A,"Chennai, Pune, New Delhi
													+4 more","Consulting, Analytical, Career development"
1351,Conde Nast India,Data Science Manager,10-16 Yrs,₹ 40 - 55L/yr,Bengaluru/Bangalore,"Predictive Modeling, python, data science"
1352,Tredence Analytics,Tredence - Senior Data Scientist (5-7 yrs),5-7 Yrs,N/A,"Bengaluru/Bangalore, Chennai, Gurgaon/Gurugram
													+1 more","Data Science, Data Scientist, Data Management"
1353,Tredence Analytics,Tredence - Data Scientist (2-5 yrs),2-5 Yrs,N/A,"Bengaluru/Bangalore, Chennai, Gurgaon/Gurugram
													+1 more","Data Scientist, Data Science, Data Management"
1354,Tredence Analytics,Tredence - Lead Data Scientist (8-10 yrs),8-10 Yrs,N/A,"Bengaluru/Bangalore, Chennai, Gurgaon/Gurugram
													+1 more","Data Scientist, Data Science, Data Management"
1355,EXL Services.com ( I ) Pvt. Ltd.,EXL - Lead Data Scientist (6-12 yrs),6-12 Yrs,N/A,Gurgaon/Gurugram,"Data Scientist, Data Science, Data Management"
1356,KPMG India,Advisory - Digital Lighthouse - MLOps Engineer,4-6 Yrs,N/A,Mumbai,"Forecasting, Javascript, Python"
1357,tredence,Associate Manager MLOps (MLOPs Practice),3-6 Yrs,₹ 15 - 30L/yr (AmbitionBox estimate),"Chennai, Pune, New Delhi
													+4 more","Data mining, Data management, Machine learning"
1358,tredence,Data Science Manager (NLP) / EMBIZ,5-8 Yrs,N/A,"Chennai, Pune, New Delhi
													+4 more","Consulting, Analytical, Career development"
1359,Conde Nast India,Data Science Manager,10-16 Yrs,₹ 40 - 55L/yr,Bengaluru/Bangalore,"Predictive Modeling, python, data science"
1360,Tredence Analytics,Tredence - Senior Data Scientist (5-7 yrs),5-7 Yrs,N/A,"Bengaluru/Bangalore, Chennai, Gurgaon/Gurugram
													+1 more","Data Science, Data Scientist, Data Management"
1361,Tredence Analytics,Tredence - Data Scientist (2-5 yrs),2-5 Yrs,N/A,"Bengaluru/Bangalore, Chennai, Gurgaon/Gurugram
													+1 more","Data Scientist, Data Science, Data Management"
1362,Tredence Analytics,Tredence - Lead Data Scientist (8-10 yrs),8-10 Yrs,N/A,"Bengaluru/Bangalore, Chennai, Gurgaon/Gurugram
													+1 more","Data Scientist, Data Science, Data Management"
1363,EXL Services.com ( I ) Pvt. Ltd.,EXL - Lead Data Scientist (6-12 yrs),6-12 Yrs,N/A,Gurgaon/Gurugram,"Data Scientist, Data Science, Data Management"
1364,Integra Software Services,Sr. Developer - AI ML,2-5 Yrs,N/A,"Chennai, Puducherry/Pondicherry","Data Science, natural language processing, Aiml"
1365,KPMG India,Advisory - Digital Lighthouse - MLOps Engineer,4-6 Yrs,N/A,Mumbai,"Forecasting, Javascript, Python"
1366,tredence,Associate Manager MLOps (MLOPs Practice),3-6 Yrs,₹ 15 - 30L/yr (AmbitionBox estimate),"Chennai, Pune, New Delhi
													+4 more","Data mining, Data management, Machine learning"
1367,tredence,Data Science Manager (NLP) / EMBIZ,5-8 Yrs,N/A,"Chennai, Pune, New Delhi
													+4 more","Consulting, Analytical, Career development"
1368,Conde Nast India,Data Science Manager,10-16 Yrs,₹ 40 - 55L/yr,Bengaluru/Bangalore,"Predictive Modeling, python, data science"
1369,Tredence Analytics,Tredence - Senior Data Scientist (5-7 yrs),5-7 Yrs,N/A,"Bengaluru/Bangalore, Chennai, Gurgaon/Gurugram
													+1 more","Data Science, Data Scientist, Data Management"
1370,Tredence Analytics,Tredence - Data Scientist (2-5 yrs),2-5 Yrs,N/A,"Bengaluru/Bangalore, Chennai, Gurgaon/Gurugram
													+1 more","Data Scientist, Data Science, Data Management"
1371,Tredence Analytics,Tredence - Lead Data Scientist (8-10 yrs),8-10 Yrs,N/A,"Bengaluru/Bangalore, Chennai, Gurgaon/Gurugram
													+1 more","Data Scientist, Data Science, Data Management"
1372,EXL Services.com ( I ) Pvt. Ltd.,EXL - Lead Data Scientist (6-12 yrs),6-12 Yrs,N/A,Gurgaon/Gurugram,"Data Scientist, Data Science, Data Management"
1373,Integra Software Services,Sr. Developer - AI ML,2-5 Yrs,N/A,"Chennai, Puducherry/Pondicherry","Data Science, natural language processing, Aiml"
1374,Hewlett Packard,HP - Supply Chain Business Analytics/Data Science Role (1-4 yrs),1-4 Yrs,N/A,Bengaluru/Bangalore,"Analytics, Data Analytics, Data Science"
1375,GeBBS Healthcare solutions,Gebbs - Technical Lead - Data Science (6-9 yrs),6-9 Yrs,N/A,Navi Mumbai,"Data Science, Python, Django"
1376,GeBBS Healthcare solutions,Gebbs - Technical Lead - Data Science (6-9 yrs),6-9 Yrs,N/A,Navi Mumbai,"Data Science, Python, Django"
1377,Knoah Solutions Pvt Ltd,Data Science Project Manager,2-7 Yrs,N/A,Hyderabad/Secunderabad,"Project management, Analytics, Team management"
1378,GeBBS Healthcare solutions,Gebbs - Technical Lead - Data Science (6-9 yrs),6-9 Yrs,N/A,Navi Mumbai,"Data Science, Python, Django"
1379,Knoah Solutions Pvt Ltd,Data Science Project Manager,2-7 Yrs,N/A,Hyderabad/Secunderabad,"Project management, Analytics, Team management"
1380,GeBBS Healthcare solutions,Gebbs - Data Scientist Lead - Python/Machine Learning (7-11 yrs),7-11 Yrs,N/A,Navi Mumbai,"Data Scientist, Data Science, Python"
1381,GeBBS Healthcare solutions,Gebbs - Technical Lead - Data Science (6-9 yrs),6-9 Yrs,N/A,Navi Mumbai,"Data Science, Python, Django"
1382,Knoah Solutions Pvt Ltd,Data Science Project Manager,2-7 Yrs,N/A,Hyderabad/Secunderabad,"Project management, Analytics, Team management"
1383,GeBBS Healthcare solutions,Gebbs - Data Scientist Lead - Python/Machine Learning (7-11 yrs),7-11 Yrs,N/A,Navi Mumbai,"Data Scientist, Data Science, Python"
1384,Crofarm,Data Scientist (Demand Planning & Prediction),3-7 Yrs,₹ 20 - 25L/yr,Gurgaon/Gurugram,"Data Science, Prediction"
1385,GeBBS Healthcare solutions,Gebbs - Technical Lead - Data Science (6-9 yrs),6-9 Yrs,N/A,Navi Mumbai,"Data Science, Python, Django"
1386,Knoah Solutions Pvt Ltd,Data Science Project Manager,2-7 Yrs,N/A,Hyderabad/Secunderabad,"Project management, Analytics, Team management"
1387,GeBBS Healthcare solutions,Gebbs - Data Scientist Lead - Python/Machine Learning (7-11 yrs),7-11 Yrs,N/A,Navi Mumbai,"Data Scientist, Data Science, Python"
1388,Crofarm,Data Scientist (Demand Planning & Prediction),3-7 Yrs,₹ 20 - 25L/yr,Gurgaon/Gurugram,"Data Science, Prediction"
1389,Apparel Group,Senior Manager - Data Science,7-10 Yrs,N/A,Gurgaon/Gurugram,"Data Intelligence, Data Analysis, Data Mining"
1390,GeBBS Healthcare solutions,Gebbs - Technical Lead - Data Science (6-9 yrs),6-9 Yrs,N/A,Navi Mumbai,"Data Science, Python, Django"
1391,Knoah Solutions Pvt Ltd,Data Science Project Manager,2-7 Yrs,N/A,Hyderabad/Secunderabad,"Project management, Analytics, Team management"
1392,GeBBS Healthcare solutions,Gebbs - Data Scientist Lead - Python/Machine Learning (7-11 yrs),7-11 Yrs,N/A,Navi Mumbai,"Data Scientist, Data Science, Python"
1393,Crofarm,Data Scientist (Demand Planning & Prediction),3-7 Yrs,₹ 20 - 25L/yr,Gurgaon/Gurugram,"Data Science, Prediction"
1394,Apparel Group,Senior Manager - Data Science,7-10 Yrs,N/A,Gurgaon/Gurugram,"Data Intelligence, Data Analysis, Data Mining"
1395,AB InBev,Ab InBev - Senior Manager - Business Intelligence & Automation (5-8 yrs),5-8 Yrs,N/A,Bengaluru/Bangalore,"Data Analytics, Analytics, Data Science"
1396,GeBBS Healthcare solutions,Gebbs - Technical Lead - Data Science (6-9 yrs),6-9 Yrs,N/A,Navi Mumbai,"Data Science, Python, Django"
1397,Knoah Solutions Pvt Ltd,Data Science Project Manager,2-7 Yrs,N/A,Hyderabad/Secunderabad,"Project management, Analytics, Team management"
1398,GeBBS Healthcare solutions,Gebbs - Data Scientist Lead - Python/Machine Learning (7-11 yrs),7-11 Yrs,N/A,Navi Mumbai,"Data Scientist, Data Science, Python"
1399,Crofarm,Data Scientist (Demand Planning & Prediction),3-7 Yrs,₹ 20 - 25L/yr,Gurgaon/Gurugram,"Data Science, Prediction"
1400,Apparel Group,Senior Manager - Data Science,7-10 Yrs,N/A,Gurgaon/Gurugram,"Data Intelligence, Data Analysis, Data Mining"
1401,AB InBev,Ab InBev - Senior Manager - Business Intelligence & Automation (5-8 yrs),5-8 Yrs,N/A,Bengaluru/Bangalore,"Data Analytics, Analytics, Data Science"
